Hours,HPHtgLd_W
0,0.0
1,15489.4
2,15502.8
3,15495.6
4,15487.4
5,15493.8
6,15503.3
7,15502.3
8,15489.8
9,20582.1
10,25656.0
11,30744.9
12,30741.2
13,30747.1
14,30743.8
15,30741.5
16,30746.0
17,30744.1
18,25660.1
19,15500.3
20,15501.1
21,15487.6
22,15488.1
23,15503.8
24,15502.7
25,15518.6
26,15512.1
27,15520.3
28,15528.2
29,15527.4
30,15512.8
31,15511.8
32,26388.3
33,32189.5
34,36603.3
35,43216.0
36,45426.8
37,39351.5
38,45428.7
39,43218.4
40,41009.3
41,34948.0
42,22814.0
43,18792.0
44,18786.9
45,18779.8
46,15910.2
47,15523.1
48,15512.3
49,15540.0
50,15553.1
51,15552.2
52,15539.6
53,15536.5
54,15550.8
55,15552.4
56,26418.1
57,32242.6
58,36658.1
59,43288.6
60,45493.4
61,39427.7
62,45496.2
63,43287.1
64,41082.7
65,35001.1
66,22851.2
67,18812.9
68,18811.3
69,18827.8
70,15915.2
71,15547.6
72,15552.7
73,15572.3
74,15561.0
75,15564.5
76,15577.6
77,15576.5
78,15564.4
79,15560.5
80,26470.5
81,32291.8
82,36719.4
83,43353.6
84,45570.6
85,39478.8
86,45572.0
87,43355.3
88,41138.7
89,35057.3
90,22888.4
91,18843.4
92,18854.5
93,18839.1
94,15961.3
95,15560.9
96,15562.4
97,15600.4
98,15600.7
99,15589.9
100,15584.3
101,15598.3
102,15601.0
103,15594.6
104,26499.4
105,32339.5
106,36773.2
107,43424.6
108,45643.9
109,39542.9
110,45638.2
111,43424.5
112,41207.3
113,35113.3
114,22919.9
115,18885.2
116,18870.6
117,18868.6
118,15984.7
119,15599.1
120,15584.8
121,15610.3
122,15625.3
123,15624.3
124,15611.0
125,15607.9
126,15624.6
127,15624.3
128,26539.6
129,32391.5
130,36829.5
131,43488.5
132,45710.3
133,39606.0
134,45705.5
135,43489.3
136,41273.2
137,35165.1
138,22958.4
139,18908.4
140,18897.2
141,18897.6
142,16006.9
143,15624.5
144,15612.3
145,15629.4
146,15646.9
147,15647.9
148,15639.4
149,15631.0
150,15643.4
151,15648.0
152,15642.2
153,21580.9
154,27050.4
155,32268.3
156,32273.2
157,32012.6
158,32016.5
159,31969.1
160,31974.7
161,31968.3
162,26287.8
163,15632.6
164,15644.8
165,15647.9
166,15640.8
167,15631.1
168,15641.3
169,15669.8
170,15667.0
171,15654.1
172,15660.7
173,15671.4
174,15669.7
175,15654.1
176,15658.1
177,20803.6
178,25945.6
179,31075.6
180,31080.9
181,31076.8
182,31079.6
183,31078.8
184,31076.2
185,31080.8
186,25941.0
187,15658.3
188,15671.2
189,15666.7
190,15654.1
191,15661.0
192,15671.4
193,15690.6
194,15676.7
195,15681.4
196,15694.2
197,15693.2
198,15676.9
199,15679.8
200,26670.2
201,32534.7
202,36993.4
203,43686.1
204,45908.2
205,39786.0
206,45910.8
207,43681.3
208,41456.5
209,35320.8
210,23061.2
211,18986.5
212,18981.1
213,18989.3
214,16069.4
215,15693.7
216,15687.3
217,15697.1
218,15709.2
219,15716.1
220,15710.5
221,15698.4
222,15708.4
223,15716.0
224,26697.9
225,32582.1
226,37045.2
227,43743.5
228,45979.7
229,39838.1
230,45975.6
231,43746.7
232,41512.1
233,35372.5
234,23091.2
235,19015.8
236,19018.7
237,19007.8
238,16103.5
239,15698.9
240,15702.8
241,15737.1
242,15737.5
243,15720.7
244,15724.5
245,15738.3
246,15737.5
247,15720.5
248,26738.7
249,32627.8
250,37100.6
251,43804.1
252,46041.4
253,39893.4
254,46044.5
255,43805.8
256,41572.8
257,35419.7
258,23125.1
259,19039.1
260,19034.9
261,19047.5
262,16109.0
263,15738.2
264,15735.3
265,15740.5
266,15748.8
267,15759.7
268,15756.0
269,15741.6
270,15749.8
271,15759.5
272,26772.2
273,32672.3
274,37148.2
275,43864.4
276,46108.3
277,39946.7
278,46107.0
279,43867.9
280,41624.9
281,35470.7
282,23157.4
283,19060.5
284,19078.4
285,19063.5
286,16139.2
287,15740.8
288,15758.9
289,15779.0
290,15767.8
291,15762.8
292,15781.4
293,15780.0
294,15766.0
295,15764.6
296,26818.2
297,32715.4
298,37199.2
299,43927.9
300,46162.8
301,40007.8
302,46164.4
303,43922.9
304,41686.2
305,35518.7
306,23184.4
307,19099.9
308,19090.9
309,19086.3
310,16169.1
311,15768.2
312,15762.8
313,15801.0
314,15800.9
315,15786.2
316,15785.9
317,15802.0
318,15800.9
319,15783.5
320,15788.7
321,21797.6
322,27323.6
323,32590.3
324,32589.6
325,32327.5
326,32330.5
327,32284.1
328,32289.0
329,32283.7
330,26544.9
331,15791.4
332,15788.6
333,15801.6
334,15798.9
335,15783.2
336,15791.1
337,15820.7
338,15816.3
339,15803.2
340,15815.3
341,15821.7
342,15813.0
343,15803.1
344,15818.6
345,21001.0
346,26194.7
347,31378.4
348,31377.1
349,31379.3
350,31378.6
351,31375.5
352,31381.9
353,31376.9
354,26190.6
355,15817.4
356,15803.0
357,15818.7
358,15821.5
359,15810.4
360,15802.9
361,15840.5
362,15841.2
363,15826.4
364,15826.5
365,15842.2
366,15840.6
367,15823.1
368,15830.6
369,21029.6
370,26228.2
371,31418.1
372,31417.4
373,31415.8
374,31421.2
375,31415.7
376,31420.4
377,31417.1
378,26223.6
379,15839.6
380,15823.0
381,15835.6
382,15841.6
383,15832.6
384,15822.7
385,15857.7
386,15860.9
387,15847.8
388,15844.3
389,15861.8
390,15860.8
391,15842.8
392,26949.3
393,32884.1
394,37391.2
395,44152.6
396,46400.1
397,40211.9
398,46401.7
399,44148.4
400,41900.0
401,35700.5
402,23304.2
403,19192.2
404,19193.8
405,19184.0
406,16249.6
407,15842.1
408,15854.5
409,15879.1
410,15871.0
411,15861.0
412,15879.0
413,15879.8
414,15865.4
415,15865.1
416,26988.2
417,32924.1
418,37435.4
419,44205.1
420,46460.1
421,40256.7
422,46459.9
423,44207.0
424,41946.6
425,35745.3
426,23334.5
427,19208.6
428,19216.6
429,19217.9
430,16252.2
431,15874.7
432,15880.2
433,15887.2
434,15879.8
435,15899.6
436,15898.5
437,15881.6
438,15886.1
439,15899.2
440,27010.6
441,32962.1
442,37478.4
443,44260.4
444,46520.6
445,40299.1
446,46520.0
447,44257.9
448,42001.5
449,35783.1
450,23363.1
451,19235.8
452,19230.1
453,19229.7
454,16289.3
455,15896.9
456,15880.1
457,15908.0
458,15917.3
459,15908.1
460,15897.7
461,15916.3
462,15916.9
463,15901.3
464,27043.7
465,33001.1
466,37524.0
467,44310.3
468,46564.6
469,40355.3
470,46565.9
471,44311.1
472,42047.2
473,35826.3
474,23389.3
475,19251.8
476,19267.6
477,19257.5
478,16295.2
479,15905.3
480,15917.6
481,15927.5
482,15915.6
483,15931.4
484,15934.9
485,15921.3
486,15919.1
487,15935.6
488,15932.5
489,21975.7
490,27548.2
491,32866.3
492,32862.2
493,32606.5
494,32600.4
495,32563.9
496,32559.5
497,32561.7
498,26769.8
499,15930.1
500,15915.4
501,15934.1
502,15934.7
503,15918.8
504,15921.6
505,15951.9
506,15947.2
507,15932.9
508,15947.9
509,15952.3
510,15939.3
511,15936.2
512,15953.2
513,21174.1
514,26407.9
